medicine_id,tier,catalogue_status,reason_codes,identification_eligible,structured_comparison_eligible,price_comparison_eligible,savings_calculation_eligible
MED-81bfef00027c5d9a23f1132c,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81c14966a98df06c6dc10c1a,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81c1f797d99691631e299a34,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81c2c6e43869362dbffa344e,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81c33398a3d687cc5f230a53,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81c3a18c20e750a8b1042545,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81c42617ff5a6b2e0564920d,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81c79f0d270f40d05ec6a716,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81c7b92137a6214345e6466c,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-81c8602b3c75fe90e5bd5d68,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81c937ec2953d31c29639adb,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81c981647b4fd9b2939d8625,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81cd56d37e7b99d6f9a7a563,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81cdaf3846a4c9685d8ceb85,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81ce0997aef70f8202c2bf00,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81d034d1f590e30ebb678743,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-81d0fe99fe1adc9cc277bac4,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81d5477e84acb9b0a12c9301,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81d6120f53bbb89ce809c1b5,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81d838c9f916796c2605bd71,C,QUARANTINED,INGREDIENT_STRENGTH_COUNT_MISMATCH;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-81d84be1a8ad853f976277e3,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81db3623d807eb1b3211af5f,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81db5412255410383436833d,A,STRUCTURED_MATCHED,STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-81dd7663240a81ead75d8f4b,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81de036a93ef4b5150471007,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81e05d55ac05314c289a26b9,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-81e22fc5b7756b7a56bf5194,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE;VETERINARY_ONLY,0,0,0,0
MED-81e2e294480d456850aebdb4,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81e44c0257b150b11935407c,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81e4e85a95f6849b43799b3c,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81e61696cffaf5e5a83a566a,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81e62971bc671628027cd6c8,A,STRUCTURED_MATCHED,STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-81e7a00531a7dc42e5253ce6,A,STRUCTURED_MATCHED,BRAND_STRENGTH_SUFFIX_DERIVED;STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-81e7c3741da756f8eefca72d,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81e85093c4ff40a0a1ae5cba,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81e8ff323fec81fe025567c9,A,STRUCTURED_MATCHED,STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-81ea1d66134c371cc50b2cc5,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81ea34d7fb5292e2de719dc6,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81ea691949a5b98a18a97e61,A,STRUCTURED_MATCHED,STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-81eab7a79921914a4cfee916,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81eb21bfbecca234f5dfd9df,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81eb5db4e50a8dd72d34f905,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-81ed501f4fdebc84247d78ae,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81ef604712d0584d44c44a4b,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81f01a370522b490f8e37530,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81f10aea94b8effe744adc61,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81f21d2c102cc6b9238bbdbd,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81f35d9247c4ab2da8b40d25,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81f38d304d9192fb0ed9727f,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81f39ec8f9986c94c23d29fd,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81f856f41b5841819588c440,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81f8ff18797a4df561f141b5,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81f90715bf3f7c479bf82f16,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81f9c5b296aa7d73d04ff739,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81fa3a093e40d4043fb6cb10,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81fae68ba05bba589ad5f749,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-81fbdb63ce1178dd857a29cd,A,STRUCTURED_MATCHED,BRAND_STRENGTH_SUFFIX_DERIVED;STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-81fc63f6e46cee658318cd04,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-81fd08718eaf3a3811096384,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-82018de385b10007b59f285a,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-8201b88eef7708b91a6d48b1,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82033a0020edf64da83c1f77,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-820422e7a4ba2345ac8b93a4,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-82051c9d4f5cd214b0a98ea8,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-820580d0846f8032c8910db6,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82071665eafe2ea142b2c153,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-820a3aa47a2e7ace3e8bb470,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-820b29a1af52bbbb11ddaaf3,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-820bd01ff2432cddb131c0b7,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-820d6dfbb299fa1fd8a4f777,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-820dd308f040c4179cfd0ab6,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-821508b8dfa9f6827db7084d,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82169975b032dc9d4c8dd2c4,C,QUARANTINED,AMBIGUOUS_SHARED_DENOMINATOR;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-8219539050ac7772db131c26,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-821abb612e415de1013998f5,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE;VETERINARY_ONLY,0,0,0,0
MED-821c453de8f95b1f080e4e7e,C,QUARANTINED,AMBIGUOUS_INGREDIENT_SEPARATOR;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-821c7b3608b48369cd18e975,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-821cb6807f7b0dc7f1e6f0b3,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-821e8f9e0afe5c00e171e078,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-8220de7c19c5ae187cca94c2,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8224e1e851dc4dd6ffb30a3f,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8225b3be892b92890e1f9c39,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-82261f73a021274d31b4af0b,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8226b75a2c178d550b39930a,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-822865450a744d5552795ba0,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-822bea15dc81bb33f76d4d1d,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-822c29edae702d150650e6b2,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-822d87c630317dc1c81c1603,A,STRUCTURED_MATCHED,BRAND_STRENGTH_SUFFIX_DERIVED;STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-822e0d3d31f4848ccffdc376,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-823092d31d918ee10c3c4796,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-8231b872488b4deb7f74a222,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-8232145f6da3220a33abbfc5,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8233f03b80b60ebde9825651,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82341773512c66f445acb152,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-823427bfa895caa5fa0561e7,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82367f03c95ebd8803336a8c,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-823743d17d82c93e081dca0f,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-823799eb44f6596ba4d8c7b7,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-8237a4f95bbfdb971a80b5a5,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-8238874a0618473cdc6194d2,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8238aa8ac1059c6c845726b3,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-82397cad259fc8f78ac8fb2d,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-823bb3aa754ab919c537caea,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-823d358b0a19d9c585eca146,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-823f50aab46dc84d8e0aea85,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-824311fae37c5cb129062076,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-824410f3ebdd617aec9d8399,A,STRUCTURED_MATCHED,STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-8244c6062ac593e0b54ebb10,C,QUARANTINED,NONSTANDARD_REGISTRATION_REFERENCE;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE;REGISTRATION_IDENTITY_CONFLICT,0,0,0,0
MED-8246ffb97d71ca25e4cc5e39,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-824740ff6548efdb6d7ad344,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82475b6ef9a265bcea6134bc,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82481b57e50f2cdbdc5a8777,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8248a77b3070029527a13239,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8249d049365175e3e1f5ab82,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE;VETERINARY_ONLY,0,0,0,0
MED-824ec993a9bc8bd9ef940458,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-824f20e16adadfaeec38c6c4,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-8250407e75a76e3d4ccce1e2,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82514a4fdb19d8f6f487440c,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-8252078049f96dc6c6d332fe,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82527c3f712dfaf720ce86aa,A,STRUCTURED_MATCHED,BRAND_STRENGTH_SUFFIX_DERIVED;STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-825563b1ab57145ced0ad231,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-825664695ad7fd70d33c0fee,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-8256ef2c5bd3facd178c8946,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8258e2acee760eb9438eb79a,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-825ab65bd051b7a4ee5c23e6,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-825b1aaf4fd300d4dcf8c293,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-825b24626cb69d464a406921,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-825b9a9b460b649ad0c96e70,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-825bf7e4005fb2b1c8f1dd5f,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-825fa366b360cf142f9e24a6,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-826111e2ee6117e3238e69e8,A,STRUCTURED_MATCHED,BRAND_STRENGTH_SUFFIX_DERIVED;STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-82618e8eb48198a989eb1b62,A,STRUCTURED_MATCHED,BRAND_STRENGTH_SUFFIX_DERIVED;STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-82639daf00d333410e43b4cd,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8265378cd004302f80df7c74,A,STRUCTURED_MATCHED,STRUCTURED_MATCHED;UNVERIFIED_REGULATORY_STATUS;UNVERIFIED_SOURCE,1,1,1,1
MED-82667c63558df6e1036f1af7,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-8268d98c10a11db5e4052bd8,C,QUARANTINED,AMBIGUOUS_SHARED_DENOMINATOR;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-82691cf1bf042e14e3ca6f6d,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82696c00f5fce5cb20555610,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-826bd328d3a4acd4d8153356,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-826cc499186d0e581198e0e7,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-826e65adb2e20741abf78e1f,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-826f1b09419b49998fed9983,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-8273ce57693d9c752dc715d2,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-82760d928fb23f98de9c14d9,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-827739f5f476717fd28f8548,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-827794bdf7fa798274c36094,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-8277b976d46ae6039f156e9f,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-827877c92099656a46c3a68c,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-8278e27b1a54af9ed620d2d3,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-827a10d8d9eed8b4790eb5e2,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-827ba615eedead90a4b1f4b4,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-828251ea8524fe9a7ae17da8,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8282b9905341e71731f97e15,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8282bdcb450eb75f1f93534a,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82834c06edf195b6ad269181,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8284257b63770f3eb020ea79,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8284263351d0caf63866c841,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8286eedf9d9a432597c9ead9,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82884e1ef62f1fa66442a6c9,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-828d76479e5af381a7882b6b,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-828deefbc5a24e4201cf2c29,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-82916f822708cd34df9837da,C,QUARANTINED,CROSS_SOURCE_INGREDIENT_CONFLICT;REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,0,0,0,0
MED-829252447368b885ddf89dc5,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8293459707c045a8e591b0b6,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-8294c70633de67634d55d1cb,C,QUARANTINED,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE;REGISTRATION_IDENTITY_CONFLICT,0,0,0,0
MED-8294d24c54b869241b518078,C,QUARANTINED,AMBIGUOUS_INGREDIENT_SEPARATOR;MARKET_ONLY_UNKNOWN_HUMAN_USE,0,0,0,0
MED-829b7597cffc89cf55f45e85,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-829bc4f3264c6ac2e53a94b9,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-829c1d01928d3aa1814020ea,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-829ccc521505c6c421ed569c,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-829d58613cb0700842aa2df6,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
MED-829d87722e6fc041e3609405,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE;VETERINARY_ONLY,0,0,0,0
MED-829f3683ba638ff754809ac5,B,IDENTIFICATION_ONLY,MARKET_ONLY_UNKNOWN_HUMAN_USE,1,0,0,0
MED-82a3b2cb7e44773e6aa14eed,B,IDENTIFICATION_ONLY,REGISTERED_ONLY_UNKNOWN_MEDICINE_TYPE,1,0,0,0
